rid,course,date,prize,countryCode
363568,Thirsk,1994-06-14,3450,GB
230610,Thirsk,1994-06-14,5800,GB
240847,Thirsk,1994-06-14,4760,GB
242016,Clonmel (IRE),1994-06-14,,IE
37658,Ascot,1994-06-14,42920,GB
61592,Ascot,1994-06-14,38700,GB
78804,Thirsk,1994-06-14,4812,GB
87263,Clonmel (IRE),1994-06-14,,IE
88110,Clonmel (IRE),1994-06-14,,IE
41948,Clonmel (IRE),1994-06-14,,IE
45072,Ascot,1994-06-14,108352,GB
56275,Clonmel (IRE),1994-06-14,,IE
202867,Ascot,1994-06-14,211965,GB
315064,Ripon,1994-06-15,4520,GB
316492,Ripon,1994-06-15,7072,GB
345956,Ascot,1994-06-15,79724,GB
360825,Ripon,1994-06-15,5600,GB
365132,Ascot,1994-06-15,55370,GB
365405,Ripon,1994-06-15,5600,GB
368482,Ascot,1994-06-15,43660,GB
391596,Ascot,1994-06-15,64189,GB
232196,Ripon,1994-06-15,10900,GB
251263,Ripon,1994-06-15,5085,GB
20220,Ascot,1994-06-15,209405,GB
80974,Ripon,1994-06-15,4560,GB
201433,Ascot,1994-06-15,37800,GB
267392,Naas (IRE),1994-06-16,,IE
307235,Ripon,1994-06-16,4476,GB
323176,Ascot,1994-06-16,35400,GB
337266,Ascot,1994-06-16,36040,GB
380514,Naas (IRE),1994-06-16,,IE
393776,Naas (IRE),1994-06-16,,IE
394067,Naas (IRE),1994-06-16,,IE
246383,Ascot,1994-06-16,60270,GB
17876,Naas (IRE),1994-06-16,,IE
5692,Ascot,1994-06-16,181156,GB
102799,Ripon,1994-06-16,5951,GB
73564,Ascot,1994-06-16,102256,GB
78841,Ripon,1994-06-16,5358,GB
81600,Naas (IRE),1994-06-16,,IE
41811,Ripon,1994-06-16,4960,GB
46629,Ascot,1994-06-16,32191,GB
48548,Naas (IRE),1994-06-16,,IE
58552,Ripon,1994-06-16,4968,GB
187065,Ripon,1994-06-16,11600,GB
269239,Goodwood,1994-06-17,5660,GB
279654,Redcar,1994-06-17,4184,GB
280230,Ayr,1994-06-17,5125,GB
285259,Goodwood,1994-06-17,9300,GB
285891,Ayr,1994-06-17,4183,GB
303731,Redcar,1994-06-17,8329,GB
308748,Ascot,1994-06-17,79500,GB
319977,Newmarket (July),1994-06-17,8400,GB
322264,Redcar,1994-06-17,4028,GB
347619,Ascot,1994-06-17,34846,GB
367540,Redcar,1994-06-17,4890,GB
369313,Ayr,1994-06-17,4140,GB
370751,Goodwood,1994-06-17,5836,GB
371885,Newmarket (July),1994-06-17,5968,GB
380606,Goodwood,1994-06-17,5440,GB
383230,Redcar,1994-06-17,3848,GB
390642,Redcar,1994-06-17,4786,GB
401367,Ascot,1994-06-17,30516,GB
218797,Ascot,1994-06-17,105566,GB
222856,Redcar,1994-06-17,5175,GB
258929,Goodwood,1994-06-17,5751,GB
24963,Ayr,1994-06-17,4112,GB
29050,Newmarket (July),1994-06-17,7911,GB
36602,Ascot,1994-06-17,103459,GB
176093,Ayr,1994-06-17,6240,GB
104844,Newmarket (July),1994-06-17,5675,GB
88316,Goodwood,1994-06-17,5351,GB
92863,Ascot,1994-06-17,39900,GB
182935,Ayr,1994-06-17,4690,GB
193883,Newmarket (July),1994-06-17,5572,GB
210126,Newmarket (July),1994-06-17,5704,GB
268534,Ayr,1994-06-18,6150,GB
272314,Warwick,1994-06-18,4010,GB
276977,Lingfield (AW),1994-06-18,4635,GB
283024,Ayr,1994-06-18,3665,GB
283616,Warwick,1994-06-18,5600,GB
284062,Ascot,1994-06-18,28500,GB
284425,Lingfield (AW),1994-06-18,3474,GB
284656,Warwick,1994-06-18,4360,GB
291818,Redcar,1994-06-18,4968,GB
300197,Ascot,1994-06-18,17400,GB
303069,Gowran Park (IRE),1994-06-18,,IE
307259,Ayr,1994-06-18,4709,GB
309217,Southwell (AW),1994-06-18,4638,GB
311428,Warwick,1994-06-18,2910,GB
323153,Lingfield,1994-06-18,5085,GB
324901,Gowran Park (IRE),1994-06-18,,IE
338686,Lingfield,1994-06-18,4338,GB
344167,Ascot,1994-06-18,12800,GB
355465,Southwell (AW),1994-06-18,4840,GB
356996,Lingfield,1994-06-18,4370,GB
372310,Warwick,1994-06-18,6796,GB
375971,Lingfield,1994-06-18,4800,GB
379074,Gowran Park (IRE),1994-06-18,,IE
387727,Ascot,1994-06-18,10600,GB
394859,Ascot,1994-06-18,21734,GB
395298,Redcar,1994-06-18,4272,GB
396382,Redcar,1994-06-18,5045,GB
226517,Southwell (AW),1994-06-18,3639,GB
227742,Redcar,1994-06-18,4060,GB
235428,Gowran Park (IRE),1994-06-18,,IE
237651,Warwick,1994-06-18,3993,GB
239857,Gowran Park (IRE),1994-06-18,,IE
262179,Ascot,1994-06-18,24200,GB
16994,Ascot,1994-06-18,12480,GB
6394,Ayr,1994-06-18,4765,GB
102237,Southwell (AW),1994-06-18,4490,GB
63499,Ayr,1994-06-18,3639,GB
72560,Ayr,1994-06-18,4240,GB
74182,Redcar,1994-06-18,6900,GB
97965,Redcar,1994-06-18,3480,GB
50521,Redcar,1994-06-18,8049,GB
194047,Gowran Park (IRE),1994-06-18,,IE
202223,Ayr,1994-06-18,4160,GB
206885,Southwell (AW),1994-06-18,2910,GB
209290,Southwell (AW),1994-06-18,4305,GB
211313,Gowran Park (IRE),1994-06-18,,IE
325720,Gowran Park (IRE),1994-06-19,,IE
337257,Gowran Park (IRE),1994-06-19,,IE
390505,Gowran Park (IRE),1994-06-19,,IE
391541,Gowran Park (IRE),1994-06-19,,IE
174303,Gowran Park (IRE),1994-06-19,,IE
46081,Gowran Park (IRE),1994-06-19,,IE
196934,Gowran Park (IRE),1994-06-19,,IE
265894,Pontefract,1994-06-20,11500,GB
274055,Pontefract,1994-06-20,4632,GB
277509,Warwick,1994-06-20,5551,GB
277652,Windsor,1994-06-20,6863,GB
285138,Warwick,1994-06-20,4880,GB
297666,Kilbeggan (IRE),1994-06-20,,IE
319798,Windsor,1994-06-20,6276,GB
329895,Windsor,1994-06-20,5120,GB
363516,Kilbeggan (IRE),1994-06-20,,IE
374745,Kilbeggan (IRE),1994-06-20,,IE
376514,Kilbeggan (IRE),1994-06-20,,IE
388347,Kilbeggan (IRE),1994-06-20,,IE
395438,Pontefract,1994-06-20,6614,GB
400569,Pontefract,1994-06-20,3932,GB
223010,Kilbeggan (IRE),1994-06-20,,IE
224393,Windsor,1994-06-20,4140,GB
234783,Musselburgh,1994-06-20,3815,GB
242409,Musselburgh,1994-06-20,3959,GB
255427,Musselburgh,1994-06-20,3338,GB
260101,Pontefract,1994-06-20,3480,GB
27322,Warwick,1994-06-20,4274,GB
32240,Warwick,1994-06-20,2910,GB
173045,Warwick,1994-06-20,5397,GB
107232,Windsor,1994-06-20,5200,GB
109933,Musselburgh,1994-06-20,3653,GB
68567,Warwick,1994-06-20,5500,GB
178179,Musselburgh,1994-06-20,3348,GB
185419,Musselburgh,1994-06-20,3922,GB
186326,Kilbeggan (IRE),1994-06-20,,IE
187477,Windsor,1994-06-20,5553,GB
193414,Pontefract,1994-06-20,4680,GB
265022,Sligo (IRE),1994-06-21,,IE
272142,Sligo (IRE),1994-06-21,,IE
281376,Yarmouth,1994-06-21,6780,GB
300308,Sligo (IRE),1994-06-21,,IE
315726,Sligo (IRE),1994-06-21,,IE
322974,Yarmouth,1994-06-21,6216,GB
325840,Yarmouth,1994-06-21,3180,GB
335455,Brighton,1994-06-21,4905,GB
340860,Newbury,1994-06-21,5124,GB
342321,Newbury,1994-06-21,6992,GB
345955,Brighton,1994-06-21,2910,GB
353689,Brighton,1994-06-21,4528,GB
373736,Sligo (IRE),1994-06-21,,IE
229320,Yarmouth,1994-06-21,4360,GB
230878,Brighton,1994-06-21,4860,GB
250192,Newbury,1994-06-21,6500,GB
251148,Yarmouth,1994-06-21,4600,GB
10866,Sligo (IRE),1994-06-21,,IE
35235,Newbury,1994-06-21,6656,GB
37439,Yarmouth,1994-06-21,6756,GB
40272,Newbury,1994-06-21,6751,GB
53861,Brighton,1994-06-21,4773,GB
55924,Sligo (IRE),1994-06-21,,IE
179863,Brighton,1994-06-21,4773,GB
186028,Newbury,1994-06-21,6551,GB
268868,Wexford (RH) (IRE),1994-06-22,,IE
271598,Kempton,1994-06-22,6863,GB
301469,Chester,1994-06-22,6176,GB
308194,Salisbury,1994-06-22,8625,GB
313581,Wexford (RH) (IRE),1994-06-22,,IE
316041,Chester,1994-06-22,8420,GB
329119,Carlisle,1994-06-22,3480,GB
338915,Salisbury,1994-06-22,7875,GB
346563,Chester,1994-06-22,6440,GB
350971,Wexford (RH) (IRE),1994-06-22,,IE
355871,Kempton,1994-06-22,16500,GB
365824,Wexford (RH) (IRE),1994-06-22,,IE
372433,Salisbury,1994-06-22,10340,GB
382637,Carlisle,1994-06-22,6840,GB
389214,Salisbury,1994-06-22,5704,GB
398336,Carlisle,1994-06-22,3458,GB
219471,Chester,1994-06-22,5340,GB
241851,Carlisle,1994-06-22,6725,GB
245855,Carlisle,1994-06-22,3538,GB
246998,Kempton,1994-06-22,5280,GB
27187,Wexford (RH) (IRE),1994-06-22,,IE
31659,Salisbury,1994-06-22,4970,GB
38784,Chester,1994-06-22,13132,GB
39842,Wexford (RH) (IRE),1994-06-22,,IE
9669,Kempton,1994-06-22,5449,GB
64499,Carlisle,1994-06-22,5649,GB
78591,Kempton,1994-06-22,4480,GB
86156,Wexford (RH) (IRE),1994-06-22,,IE
98588,Chester,1994-06-22,7960,GB
47166,Wexford (RH) (IRE),1994-06-22,,IE
59140,Carlisle,1994-06-22,4416,GB
59719,Salisbury,1994-06-22,4408,GB
181660,Kempton,1994-06-22,5849,GB
190412,Salisbury,1994-06-22,3926,GB
272271,Thurles (IRE),1994-06-23,,IE
303261,Salisbury,1994-06-23,4186,GB
308240,Thurles (IRE),1994-06-23,,IE
319531,Lingfield,1994-06-23,3538,GB
322432,Thurles (IRE),1994-06-23,,IE
322440,Carlisle,1994-06-23,4860,GB
353621,Salisbury,1994-06-23,13175,GB
359002,Thurles (IRE),1994-06-23,,IE
367513,Thurles (IRE),1994-06-23,,IE
370184,Salisbury,1994-06-23,3885,GB
372524,Lingfield (AW),1994-06-23,4500,GB
375294,Carlisle,1994-06-23,10900,GB
387666,Salisbury,1994-06-23,7904,GB
230243,Lingfield (AW),1994-06-23,4194,GB
252617,Carlisle,1994-06-23,3390,GB
253004,Lingfield,1994-06-23,3860,GB
1034,Salisbury,1994-06-23,6573,GB
31168,Salisbury,1994-06-23,8925,GB
35874,Carlisle,1994-06-23,3720,GB
4124,Thurles (IRE),1994-06-23,,IE
109973,Lingfield,1994-06-23,5220,GB
60708,Lingfield,1994-06-23,4890,GB
70669,Carlisle,1994-06-23,3692,GB
80877,Salisbury,1994-06-23,4840,GB
94763,Carlisle,1994-06-23,3825,GB
41139,Thurles (IRE),1994-06-23,,IE
183891,Carlisle,1994-06-23,4083,GB
280898,Bath,1994-06-24,5341,GB
282791,Newcastle,1994-06-24,5849,GB
299350,Newcastle,1994-06-24,8052,GB
317014,Wolverhampton (AW),1994-06-24,8960,GB
317882,Wolverhampton (AW),1994-06-24,13280,GB
323788,Newcastle,1994-06-24,11900,GB
329276,Doncaster,1994-06-24,6205,GB
361261,Bath,1994-06-24,3139,GB
380503,Newcastle,1994-06-24,8052,GB
388565,Newmarket (July),1994-06-24,7911,GB
389235,Doncaster,1994-06-24,3840,GB
399916,Bath,1994-06-24,5680,GB
400166,Bath,1994-06-24,3154,GB
223132,Newmarket (July),1994-06-24,7140,GB
228165,Newmarket (July),1994-06-24,6863,GB
234064,Doncaster,1994-06-24,4344,GB
247489,Newcastle,1994-06-24,8052,GB
252970,Wolverhampton (AW),1994-06-24,4578,GB
25278,Doncaster,1994-06-24,7680,GB
25475,Newmarket (July),1994-06-24,4824,GB
6797,Newmarket (July),1994-06-24,10800,GB
6915,Wolverhampton (AW),1994-06-24,5311,GB
61427,Wolverhampton (AW),1994-06-24,5836,GB
69191,Doncaster,1994-06-24,4800,GB
83832,Newmarket (July),1994-06-24,5748,GB
47030,Doncaster,1994-06-24,3864,GB
186037,Newcastle,1994-06-24,24000,GB
187853,Bath,1994-06-24,3580,GB
193075,Bath,1994-06-24,4955,GB
196583,Wolverhampton (AW),1994-06-24,4476,GB
267941,Chepstow,1994-06-25,4849,GB
269753,Doncaster,1994-06-25,4640,GB
273319,Doncaster,1994-06-25,6151,GB
278035,Newmarket (July),1994-06-25,7980,GB
280602,Curragh (IRE),1994-06-25,,IE
301445,Newcastle,1994-06-25,17400,GB
322471,Chepstow,1994-06-25,3725,GB
332136,Curragh (IRE),1994-06-25,,IE
335350,Doncaster,1994-06-25,5616,GB
336129,Curragh (IRE),1994-06-25,,IE
337794,Chepstow,1994-06-25,6520,GB
339122,Wolverhampton (AW),1994-06-25,3154,GB
347084,Newmarket (July),1994-06-25,5425,GB
348743,Lingfield (AW),1994-06-25,3641,GB
352160,Newmarket (July),1994-06-25,15798,GB
356658,Chepstow,1994-06-25,3383,GB
362527,Curragh (IRE),1994-06-25,,IE
384180,Curragh (IRE),1994-06-25,,IE
385595,Wolverhampton (AW),1994-06-25,4520,GB
393876,Newmarket (July),1994-06-25,5792,GB
399138,Wolverhampton (AW),1994-06-25,3172,GB
216185,Lingfield,1994-06-25,3613,GB
236499,Newcastle,1994-06-25,11200,GB
249825,Newcastle,1994-06-25,8259,GB
259871,Lingfield,1994-06-25,4951,GB
1573,Newcastle,1994-06-25,24600,GB
18091,Chepstow,1994-06-25,4935,GB
18293,Lingfield (AW),1994-06-25,3540,GB
19786,Newcastle,1994-06-25,17249,GB
29598,Newcastle,1994-06-25,11500,GB
36405,Doncaster,1994-06-25,5241,GB
39853,Doncaster,1994-06-25,5900,GB
5031,Wolverhampton (AW),1994-06-25,5040,GB
731,Wolverhampton (AW),1994-06-25,4009,GB
85887,Newmarket (July),1994-06-25,17324,GB
93647,Newmarket (July),1994-06-25,5616,GB
52716,Newcastle,1994-06-25,103549,GB
57719,Doncaster,1994-06-25,4520,GB
58820,Lingfield,1994-06-25,3505,GB
186784,Newmarket (July),1994-06-25,33369,GB
203044,Lingfield,1994-06-25,4851,GB
204223,Wolverhampton (AW),1994-06-25,3538,GB
206696,Chepstow,1994-06-25,4327,GB
209568,Curragh (IRE),1994-06-25,,IE
212062,Curragh (IRE),1994-06-25,,IE
268964,Curragh (IRE),1994-06-26,,IE
280180,Curragh (IRE),1994-06-26,,IE
390349,Curragh (IRE),1994-06-26,,IE
243262,Curragh (IRE),1994-06-26,,IE
261638,Curragh (IRE),1994-06-26,,IE
38352,Curragh (IRE),1994-06-26,,IE
101536,Curragh (IRE),1994-06-26,,IE
288947,Wolverhampton (AW),1994-06-27,2910,GB
293454,Limerick (IRE),1994-06-27,,IE
295596,Limerick (IRE),1994-06-27,,IE
311489,Nottingham,1994-06-27,2910,GB
338256,Windsor,1994-06-27,3890,GB
342466,Hamilton,1994-06-27,3692,GB
350330,Nottingham,1994-06-27,6931,GB
358880,Windsor,1994-06-27,5300,GB
362024,Wolverhampton (AW),1994-06-27,3763,GB
363009,Limerick (IRE),1994-06-27,,IE
378563,Hamilton,1994-06-27,5300,GB
381316,Limerick (IRE),1994-06-27,,IE
383991,Wolverhampton (AW),1994-06-27,4120,GB
388659,Wolverhampton (AW),1994-06-27,4544,GB
226130,Wolverhampton (AW),1994-06-27,3413,GB
231374,Windsor,1994-06-27,3780,GB
258116,Limerick (IRE),1994-06-27,,IE
1515,Hamilton,1994-06-27,3906,GB
21667,Hamilton,1994-06-27,4600,GB
28777,Nottingham,1994-06-27,5553,GB
29565,Nottingham,1994-06-27,4522,GB
31150,Wolverhampton (AW),1994-06-27,4204,GB
34797,Windsor,1994-06-27,7154,GB
39347,Nottingham,1994-06-27,3562,GB
6576,Hamilton,1994-06-27,3920,GB
175103,Nottingham,1994-06-27,4465,GB
106860,Limerick (IRE),1994-06-27,,IE
64853,Windsor,1994-06-27,4342,GB
67340,Windsor,1994-06-27,4370,GB
91940,Hamilton,1994-06-27,3330,GB
42048,Wolverhampton (AW),1994-06-27,3763,GB
43251,Hamilton,1994-06-27,3432,GB
184260,Nottingham,1994-06-27,5836,GB
205212,Limerick (IRE),1994-06-27,,IE
280932,Chepstow,1994-06-28,3120,GB
290226,Folkestone,1994-06-28,2910,GB
306860,Chepstow,1994-06-28,4110,GB
351985,Folkestone,1994-06-28,2910,GB
356158,Chepstow,1994-06-28,4885,GB
361435,Folkestone,1994-06-28,3641,GB
370114,Folkestone,1994-06-28,4905,GB
379453,Chepstow,1994-06-28,3402,GB
217430,Chepstow,1994-06-28,3200,GB
227700,Chepstow,1994-06-28,7449,GB
235827,Folkestone,1994-06-28,4009,GB
37831,Chepstow,1994-06-28,4993,GB
75418,Folkestone,1994-06-28,3860,GB
282846,Warwick,1994-06-29,5572,GB
289543,Yarmouth,1994-06-29,6485,GB
308391,Gowran Park (IRE),1994-06-29,,IE
313895,Catterick,1994-06-29,3330,GB
337917,Gowran Park (IRE),1994-06-29,,IE
350793,Epsom,1994-06-29,4068,GB
352118,Warwick,1994-06-29,4600,GB
353114,Gowran Park (IRE),1994-06-29,,IE
354587,Gowran Park (IRE),1994-06-29,,IE
365188,Gowran Park (IRE),1994-06-29,,IE
370315,Epsom,1994-06-29,5308,GB
392270,Catterick,1994-06-29,3819,GB
393888,Catterick,1994-06-29,3790,GB
221688,Gowran Park (IRE),1994-06-29,,IE
232367,Yarmouth,1994-06-29,3180,GB
234967,Yarmouth,1994-06-29,6593,GB
252830,Warwick,1994-06-29,4272,GB
253522,Epsom,1994-06-29,5440,GB
14683,Yarmouth,1994-06-29,5085,GB
15418,Gowran Park (IRE),1994-06-29,,IE
22484,Warwick,1994-06-29,5400,GB
174356,Catterick,1994-06-29,5200,GB
100774,Yarmouth,1994-06-29,5085,GB
103146,Epsom,1994-06-29,7540,GB
61396,Yarmouth,1994-06-29,3570,GB
62183,Warwick,1994-06-29,3796,GB
66095,Catterick,1994-06-29,4480,GB
79133,Warwick,1994-06-29,4480,GB
197753,Catterick,1994-06-29,3819,GB
199208,Epsom,1994-06-29,7085,GB
208205,Epsom,1994-06-29,5400,GB
275864,Catterick,1994-06-30,4520,GB
278732,Yarmouth,1994-06-30,3240,GB
286360,Tipperary (IRE),1994-06-30,,IE
303789,Brighton,1994-06-30,3172,GB
319712,Tipperary (IRE),1994-06-30,,IE
331542,Catterick,1994-06-30,3762,GB
336853,Tipperary (IRE),1994-06-30,,IE
346884,Haydock,1994-06-30,18300,GB
348917,Haydock,1994-06-30,5000,GB
349377,Haydock,1994-06-30,4250,GB
366328,Brighton,1994-06-30,5220,GB
373232,Yarmouth,1994-06-30,3300,GB
384795,Tipperary (IRE),1994-06-30,,IE
391017,Brighton,1994-06-30,4305,GB
230379,Catterick,1994-06-30,3210,GB
263783,Catterick,1994-06-30,5045,GB
15746,Haydock,1994-06-30,3630,GB
33933,Yarmouth,1994-06-30,8894,GB
7921,Yarmouth,1994-06-30,7025,GB
104583,Catterick,1994-06-30,5445,GB
106965,Yarmouth,1994-06-30,3972,GB
109296,Brighton,1994-06-30,4401,GB
85493,Catterick,1994-06-30,4480,GB
47232,Tipperary (IRE),1994-06-30,,IE
49132,Brighton,1994-06-30,3510,GB
180399,Tipperary (IRE),1994-06-30,,IE
181348,Tipperary (IRE),1994-06-30,,IE
183079,Yarmouth,1994-06-30,3588,GB
185250,Haydock,1994-06-30,5000,GB
189048,Haydock,1994-06-30,4400,GB
197976,Yarmouth,1994-06-30,5129,GB
208186,Brighton,1994-06-30,3154,GB
268029,Beverley,1994-07-01,6898,GB
285345,Nottingham,1994-07-01,5520,GB
300257,Wexford (RH) (IRE),1994-07-01,,IE
302295,Sandown,1994-07-01,5540,GB
315999,Wolverhampton (AW),1994-07-01,4873,GB
319921,Sandown,1994-07-01,18129,GB
323188,Haydock,1994-07-01,5480,GB
331663,Wolverhampton (AW),1994-07-01,4164,GB
335872,Beverley,1994-07-01,3640,GB
338494,Wexford (RH) (IRE),1994-07-01,,IE
345533,Sandown,1994-07-01,8204,GB
355884,Haydock,1994-07-01,5528,GB
359319,Beverley,1994-07-01,10780,GB
359922,Nottingham,1994-07-01,3675,GB
378559,Nottingham,1994-07-01,3894,GB
380975,Beverley,1994-07-01,5569,GB
215171,Nottingham,1994-07-01,4783,GB
219330,Wolverhampton (AW),1994-07-01,3413,GB
221526,Sandown,1994-07-01,14280,GB
227347,Beverley,1994-07-01,4500,GB
246963,Haydock,1994-07-01,4171,GB
251870,Wexford (RH) (IRE),1994-07-01,,IE
256328,Wexford (RH) (IRE),1994-07-01,,IE
258758,Wolverhampton (AW),1994-07-01,3348,GB
261131,Sandown,1994-07-01,76944,GB
11484,Nottingham,1994-07-01,5080,GB
36141,Wexford (RH) (IRE),1994-07-01,,IE
100487,Wolverhampton (AW),1994-07-01,4170,GB
104918,Sandown,1994-07-01,5096,GB
106941,Wexford (RH) (IRE),1994-07-01,,IE
69877,Nottingham,1994-07-01,4164,GB
79562,Beverley,1994-07-01,5255,GB
86162,Haydock,1994-07-01,7306,GB
57675,Haydock,1994-07-01,5187,GB
58976,Wolverhampton (AW),1994-07-01,4480,GB
183786,Haydock,1994-07-01,5391,GB
212122,Wexford (RH) (IRE),1994-07-01,,IE
307768,Bath,1994-07-02,3650,GB
317481,Haydock,1994-07-02,27125,GB
328793,Southwell (AW),1994-07-02,3920,GB
333688,Naas (IRE),1994-07-02,,IE
342569,Naas (IRE),1994-07-02,,IE
345121,Beverley,1994-07-02,5511,GB
354553,Beverley,1994-07-02,7087,GB
358181,Naas (IRE),1994-07-02,,IE
373315,Beverley,1994-07-02,3870,GB
398595,Southwell (AW),1994-07-02,4640,GB
398936,Beverley,1994-07-02,4980,GB
219400,Bath,1994-07-02,4689,GB
221847,Sandown,1994-07-02,20758,GB
223597,Bath,1994-07-02,4935,GB
245060,Sandown,1994-07-02,21700,GB
246401,Southwell (AW),1994-07-02,4640,GB
251039,Haydock,1994-07-02,11333,GB
254295,Southwell (AW),1994-07-02,4136,GB
256744,Naas (IRE),1994-07-02,,IE
264547,Bath,1994-07-02,5320,GB
12665,Sandown,1994-07-02,7525,GB
26095,Beverley,1994-07-02,3675,GB
38680,Haydock,1994-07-02,34299,GB
39789,Sandown,1994-07-02,9160,GB
4557,Beverley,1994-07-02,6880,GB
68776,Sandown,1994-07-02,290240,GB
87527,Southwell (AW),1994-07-02,4097,GB
90150,Haydock,1994-07-02,5271,GB
90774,Naas (IRE),1994-07-02,,IE
99761,Naas (IRE),1994-07-02,,IE
51878,Naas (IRE),1994-07-02,,IE
55164,Bath,1994-07-02,5272,GB
55276,Beverley,1994-07-02,5216,GB
186666,Sandown,1994-07-02,10800,GB
199357,Haydock,1994-07-02,5408,GB
200308,Southwell (AW),1994-07-02,3674,GB
202629,Haydock,1994-07-02,7800,GB
205191,Bath,1994-07-02,4360,GB
206893,Sandown,1994-07-02,6360,GB
273208,Tipperary (IRE),1994-07-03,,IE
308880,Tipperary (IRE),1994-07-03,,IE
330698,Tipperary (IRE),1994-07-03,,IE
347959,Tipperary (IRE),1994-07-03,,IE
368201,Tipperary (IRE),1994-07-03,,IE
104972,Tipperary (IRE),1994-07-03,,IE
83838,Tipperary (IRE),1994-07-03,,IE
266466,Musselburgh,1994-07-04,4070,GB
314023,Ripon,1994-07-04,5800,GB
315090,Ripon,1994-07-04,5836,GB
328052,Leicester,1994-07-04,3460,GB
336410,Leicester,1994-07-04,4400,GB
350097,Leicester,1994-07-04,4905,GB
362360,Windsor,1994-07-04,4680,GB
378901,Windsor,1994-07-04,5939,GB
381137,Ripon,1994-07-04,7980,GB
381194,Musselburgh,1994-07-04,4060,GB
389019,Ripon,1994-07-04,4400,GB
397664,Musselburgh,1994-07-04,5325,GB
217140,Leicester,1994-07-04,4167,GB
217247,Windsor,1994-07-04,5160,GB
220562,Musselburgh,1994-07-04,6271,GB
230044,Leicester,1994-07-04,5407,GB
242352,Ripon,1994-07-04,8049,GB
242884,Windsor,1994-07-04,5968,GB
18570,Leicester,1994-07-04,5611,GB
29725,Musselburgh,1994-07-04,4060,GB
30013,Windsor,1994-07-04,5748,GB
83422,Ripon,1994-07-04,4305,GB
44349,Musselburgh,1994-07-04,4340,GB
56618,Windsor,1994-07-04,3770,GB
204472,Leicester,1994-07-04,5800,GB
323013,Bellewstown (IRE),1994-07-05,,IE
328031,Newmarket (July),1994-07-05,12584,GB
331331,Pontefract,1994-07-05,7700,GB
336408,Pontefract,1994-07-05,5247,GB
350143,Bellewstown (IRE),1994-07-05,,IE
