rid,course,date,prize,countryCode
378003,Catterick,2010-07-07,2462,GB
398245,Worcester,2010-07-07,2462,GB
219420,Deauville (FR),2010-07-07,22124,FR
228835,Catterick,2010-07-07,2462,GB
230677,Lingfield,2010-07-07,2953,GB
242926,Naas (IRE),2010-07-07,9120,IE
245907,Deauville (FR),2010-07-07,18584,FR
256001,Newmarket (July),2010-07-07,14770,GB
264128,Deauville (FR),2010-07-07,19469,FR
13207,Worcester,2010-07-07,2954,GB
20176,Naas (IRE),2010-07-07,14880,IE
21941,Worcester,2010-07-07,4432,GB
22007,Kempton (AW),2010-07-07,4726,GB
33876,Newmarket (July),2010-07-07,14770,GB
5052,Naas (IRE),2010-07-07,13440,IE
9441,Worcester,2010-07-07,3939,GB
174114,Naas (IRE),2010-07-07,6720,IE
102695,Deauville (FR),2010-07-07,30088,FR
65134,Deauville (FR),2010-07-07,32744,FR
70503,Kempton (AW),2010-07-07,3348,GB
80573,Kempton (AW),2010-07-07,2364,GB
86269,Deauville (FR),2010-07-07,15044,FR
41361,Catterick,2010-07-07,3446,GB
47349,Kempton (AW),2010-07-07,5909,GB
177943,Newmarket (July),2010-07-07,39388,GB
179363,Deauville (FR),2010-07-07,25664,FR
185305,Lingfield,2010-07-07,2953,GB
189946,Catterick,2010-07-07,3446,GB
190012,Kempton (AW),2010-07-07,5909,GB
202984,Naas (IRE),2010-07-07,9120,IE
268295,Leopardstown (IRE),2010-07-08,12000,IE
289184,Leopardstown (IRE),2010-07-08,10080,IE
303419,Folkestone,2010-07-08,3939,GB
308457,Newmarket (July),2010-07-08,67984,GB
313176,Newmarket (July),2010-07-08,14770,GB
313383,Epsom,2010-07-08,5620,GB
315525,Warwick,2010-07-08,9354,GB
322949,Folkestone,2010-07-08,2953,GB
327226,Warwick,2010-07-08,3938,GB
330062,Doncaster,2010-07-08,3939,GB
346918,Folkestone,2010-07-08,4676,GB
360669,Leopardstown (IRE),2010-07-08,20640,IE
364512,Leopardstown (IRE),2010-07-08,12000,IE
368717,Doncaster,2010-07-08,5908,GB
378112,Warwick,2010-07-08,9355,GB
401233,Leopardstown (IRE),2010-07-08,12960,IE
215432,Newmarket (July),2010-07-08,93548,GB
221563,Doncaster,2010-07-08,5909,GB
232356,Epsom,2010-07-08,4924,GB
233648,Doncaster,2010-07-08,3938,GB
239926,Newmarket (July),2010-07-08,59082,GB
260763,Warwick,2010-07-08,3938,GB
14716,Epsom,2010-07-08,7493,GB
3996,Warwick,2010-07-08,3938,GB
5278,Folkestone,2010-07-08,3939,GB
174092,Epsom,2010-07-08,9847,GB
100189,Leopardstown (IRE),2010-07-08,8160,IE
104514,Newmarket (July),2010-07-08,78776,GB
109552,Warwick,2010-07-08,4924,GB
62354,Folkestone,2010-07-08,3939,GB
74098,Newmarket (July),2010-07-08,19694,GB
82218,Folkestone,2010-07-08,3939,GB
83698,Doncaster,2010-07-08,3938,GB
40236,Newmarket (July),2010-07-08,19694,GB
50013,Leopardstown (IRE),2010-07-08,10080,IE
59592,Epsom,2010-07-08,4924,GB
202017,Doncaster,2010-07-08,3939,GB
213927,Epsom,2010-07-08,7878,GB
269763,Newbury,2010-07-09,9847,GB
279548,Deauville (FR),2010-07-09,15044,FR
281390,Chepstow,2010-07-09,8124,GB
282715,Chester,2010-07-09,6154,GB
287682,Gowran Park (IRE),2010-07-09,14880,IE
288813,Chepstow,2010-07-09,15756,GB
305764,Ascot,2010-07-09,10340,GB
309309,Chester,2010-07-09,7878,GB
309771,Ascot,2010-07-09,9847,GB
312477,Ascot,2010-07-09,10339,GB
313858,Ascot,2010-07-09,9847,GB
314504,Gowran Park (IRE),2010-07-09,20640,IE
318441,Newbury,2010-07-09,7878,GB
327080,Chepstow,2010-07-09,4430,GB
327424,Deauville (FR),2010-07-09,21239,FR
328633,Cork (IRE),2010-07-09,10560,IE
329777,Gowran Park (IRE),2010-07-09,13920,IE
330441,Chester,2010-07-09,8272,GB
330479,Ascot,2010-07-09,11816,GB
330821,Ascot,2010-07-09,10339,GB
331325,Deauville (FR),2010-07-09,13274,FR
332077,Newmarket (July),2010-07-09,68929,GB
333509,Newmarket (July),2010-07-09,14770,GB
336149,Newbury,2010-07-09,4924,GB
338096,York,2010-07-09,10339,GB
350008,Gowran Park (IRE),2010-07-09,8160,IE
350328,Newmarket (July),2010-07-09,393880,GB
353056,Chester,2010-07-09,12801,GB
354246,York,2010-07-09,9946,GB
356011,Newmarket (July),2010-07-09,39388,GB
361359,Newmarket (July),2010-07-09,19694,GB
361642,Cork (IRE),2010-07-09,10080,IE
362201,Deauville (FR),2010-07-09,13274,FR
364075,Gowran Park (IRE),2010-07-09,8160,IE
365964,Cork (IRE),2010-07-09,10560,IE
368169,Cork (IRE),2010-07-09,8640,IE
383790,Chester,2010-07-09,12801,GB
387348,Chepstow,2010-07-09,4430,GB
390496,Newbury,2010-07-09,6893,GB
396937,Chepstow,2010-07-09,7878,GB
397466,Gowran Park (IRE),2010-07-09,6720,IE
224130,York,2010-07-09,7878,GB
231117,Chester,2010-07-09,6154,GB
245437,York,2010-07-09,64005,GB
248418,Chepstow,2010-07-09,3938,GB
14371,Newmarket (July),2010-07-09,78776,GB
18898,Deauville (FR),2010-07-09,18584,FR
296,Newmarket (July),2010-07-09,14770,GB
37755,Deauville (FR),2010-07-09,21239,FR
176081,Newbury,2010-07-09,4924,GB
109099,Cork (IRE),2010-07-09,8640,IE
74212,York,2010-07-09,10536,GB
91367,Cork (IRE),2010-07-09,8160,IE
44165,Newbury,2010-07-09,4924,GB
48256,Deauville (FR),2010-07-09,18584,FR
182826,York,2010-07-09,15756,GB
183439,Deauville (FR),2010-07-09,18584,FR
190587,Chester,2010-07-09,6154,GB
200931,Cork (IRE),2010-07-09,21120,IE
211545,Newbury (GB) (ARAB),2010-07-09,2500,ARAB
274816,Fairyhouse (IRE),2010-07-10,6720,IE
275521,Nottingham,2010-07-10,9847,GB
275668,York,2010-07-10,10045,GB
277656,Ascot,2010-07-10,5909,GB
278135,Ascot,2010-07-10,9847,GB
283188,Ascot,2010-07-10,9847,GB
285051,Ascot,2010-07-10,98470,GB
290276,Ascot,2010-07-10,49235,GB
290960,Gulfstream Park West (USA),2010-07-10,216046,US
295379,Deauville (FR),2010-07-10,21239,FR
299321,York,2010-07-10,11816,GB
300149,Hamilton,2010-07-10,3446,GB
309495,Salisbury,2010-07-10,13295,GB
313991,Delaware Park (USA),2010-07-10,59877,US
319028,Nottingham,2010-07-10,2462,GB
331017,Chester,2010-07-10,7878,GB
332961,York,2010-07-10,9946,GB
335401,Monmouth Park (USA),2010-07-10,59260,US
335551,Hamilton,2010-07-10,4430,GB
337092,Deauville (FR),2010-07-10,18584,FR
354869,Delaware Park (USA),2010-07-10,154321,US
357942,Nottingham,2010-07-10,5417,GB
361259,Chester,2010-07-10,7878,GB
370994,Belmont Park (USA),2010-07-10,32099,US
377143,York,2010-07-10,10832,GB
377828,Salisbury,2010-07-10,5417,GB
378401,York,2010-07-10,39388,GB
384032,Gulfstream Park West (USA),2010-07-10,216047,US
395301,Hamilton,2010-07-10,2953,GB
395342,York,2010-07-10,147705,GB
400925,Ascot,2010-07-10,10832,GB
220944,Chester,2010-07-10,7878,GB
232072,Chester,2010-07-10,7878,GB
235264,Chester,2010-07-10,6154,GB
237208,Deauville (FR),2010-07-10,10221,FR
241392,Lone Star Park (USA),2010-07-10,61729,US
241582,Hamilton,2010-07-10,4430,GB
243484,Nottingham,2010-07-10,2462,GB
243542,Gulfstream Park West (USA),2010-07-10,61729,US
244633,Fairyhouse (IRE),2010-07-10,12960,IE
245952,Salisbury,2010-07-10,6401,GB
246056,Deauville (FR),2010-07-10,18584,FR
255952,Fairyhouse (IRE),2010-07-10,12960,IE
260797,Gulfstream Park West (USA),2010-07-10,59877,US
261260,Fairyhouse (IRE),2010-07-10,40800,IE
264447,York,2010-07-10,17725,GB
13628,Chester,2010-07-10,36434,GB
17403,Nottingham,2010-07-10,3446,GB
25996,Fairyhouse (IRE),2010-07-10,8160,IE
3029,Hamilton,2010-07-10,3446,GB
33303,Belmont Park (USA),2010-07-10,308640,US
33998,Hamilton,2010-07-10,7878,GB
105302,Deauville (FR),2010-07-10,19469,FR
108813,Salisbury,2010-07-10,4924,GB
62963,Monmouth Park (USA),2010-07-10,103395,US
64839,Salisbury,2010-07-10,6401,GB
71892,Fairyhouse (IRE),2010-07-10,10080,IE
79317,Gulfstream Park West (USA),2010-07-10,61729,US
81848,Deauville (FR),2010-07-10,15044,FR
82156,Hamburg (GER),2010-07-10,48673,GER
84959,Lone Star Park (USA),2010-07-10,61729,US
86404,Delaware Park (USA),2010-07-10,61729,US
90384,Suffolk Downs (USA),2010-07-10,45371,US
94915,Gulfstream Park West (USA),2010-07-10,119753,US
179844,Salisbury,2010-07-10,4924,GB
180417,Woodbine (CAN),2010-07-10,88235,CAN
180590,Deauville (FR),2010-07-10,16814,FR
187608,Gulfstream Park West (USA),2010-07-10,92592,US
191387,Deauville (FR),2010-07-10,21239,FR
191690,Hollywood Park (USA),2010-07-10,138889,US
193518,Ascot,2010-07-10,14771,GB
196883,Fairyhouse (IRE),2010-07-10,15840,IE
203709,Nottingham,2010-07-10,3446,GB
205407,Deauville (FR),2010-07-10,48673,FR
210757,Nottingham,2010-07-10,3446,GB
211227,Chester,2010-07-10,36434,GB
272981,Tipperary (IRE),2010-07-11,43200,IE
274022,Stratford,2010-07-11,7878,GB
295592,Southwell,2010-07-11,3447,GB
296047,Stratford,2010-07-11,4432,GB
298718,Southwell,2010-07-11,3447,GB
304643,Maisons-Laffitte (FR),2010-07-11,30088,FR
306176,Hollywood Park (USA),2010-07-11,308642,US
311601,Woodbine (CAN),2010-07-11,147059,CAN
312042,Sligo (IRE),2010-07-11,7440,IE
320053,Stratford,2010-07-11,4432,GB
325550,Sligo (IRE),2010-07-11,12480,IE
330917,Hamburg (GER),2010-07-11,48673,GER
331412,Maisons-Laffitte (FR),2010-07-11,42479,FR
337180,Sligo (IRE),2010-07-11,11520,IE
341519,Tipperary (IRE),2010-07-11,8640,IE
355122,Perth,2010-07-11,2462,GB
355622,Stratford,2010-07-11,8370,GB
362629,Maisons-Laffitte (FR),2010-07-11,21239,FR
370736,Southwell,2010-07-11,7878,GB
373479,Tipperary (IRE),2010-07-11,8160,IE
376961,Monmouth Park (USA),2010-07-11,58334,US
377625,Tipperary (IRE),2010-07-11,20160,IE
378345,Woodbine (CAN),2010-07-11,59059,CAN
381225,Stratford,2010-07-11,9847,GB
388184,Southwell,2010-07-11,5416,GB
389791,Tipperary (IRE),2010-07-11,10080,IE
400244,Sligo (IRE),2010-07-11,11040,IE
215692,Perth,2010-07-11,4432,GB
223629,Tipperary (IRE),2010-07-11,12960,IE
235773,Sligo (IRE),2010-07-11,19680,IE
240095,Maisons-Laffitte (FR),2010-07-11,48673,FR
247855,Southwell,2010-07-11,6893,GB
255607,Perth,2010-07-11,3939,GB
257924,Monmouth Park (USA),2010-07-11,64815,US
21719,Fukushima (JPN),2010-07-11,550407,JP
34215,Perth,2010-07-11,5908,GB
4878,Hanshin (JPN),2010-07-11,484953,JP
106661,Stratford,2010-07-11,14770,GB
68696,Sligo (IRE),2010-07-11,7200,IE
70571,Tipperary (IRE),2010-07-11,8160,IE
84267,Maisons-Laffitte (FR),2010-07-11,15929,FR
84831,Maisons-Laffitte (FR),2010-07-11,20354,FR
88866,Southwell,2010-07-11,5415,GB
99854,Perth,2010-07-11,8370,GB
52622,Perth,2010-07-11,8862,GB
183323,Sligo (IRE),2010-07-11,6720,IE
191632,Maisons-Laffitte (FR),2010-07-11,21239,FR
192495,Stratford,2010-07-11,6893,GB
210920,Perth,2010-07-11,3939,GB
211798,Maisons-Laffitte (FR),2010-07-11,15929,FR
272096,Ffos Las,2010-07-12,9847,GB
275384,Ayr,2010-07-12,7878,GB
283153,Killarney (IRE),2010-07-12,7200,IE
294270,Ffos Las,2010-07-12,3447,GB
302160,Killarney (IRE),2010-07-12,11040,IE
314088,Windsor,2010-07-12,2757,GB
323649,Dundalk (AW) (IRE),2010-07-12,7200,IE
328624,Dundalk (AW) (IRE),2010-07-12,20640,IE
333862,Chantilly (FR),2010-07-12,20354,FR
334679,Windsor,2010-07-12,3939,GB
342183,Chantilly (FR),2010-07-12,21239,FR
354469,Dundalk (AW) (IRE),2010-07-12,10560,IE
354763,Hollywood Park (USA),2010-07-12,61729,US
365238,Windsor,2010-07-12,3939,GB
365737,Killarney (IRE),2010-07-12,8640,IE
373795,Chantilly (FR),2010-07-12,21239,FR
386874,Killarney (IRE),2010-07-12,7680,IE
389630,Ffos Las,2010-07-12,3446,GB
390366,Ayr,2010-07-12,4135,GB
395617,Ffos Las,2010-07-12,2757,GB
396089,Windsor,2010-07-12,6893,GB
398125,Dundalk (AW) (IRE),2010-07-12,8640,IE
217973,Ayr,2010-07-12,3152,GB
221590,Dundalk (AW) (IRE),2010-07-12,15360,IE
222183,Killarney (IRE),2010-07-12,8640,IE
222775,Ayr,2010-07-12,2953,GB
233139,Dundalk (AW) (IRE),2010-07-12,10560,IE
249550,Wolverhampton (AW),2010-07-12,3446,GB
256233,Killarney (IRE),2010-07-12,16320,IE
22000,Windsor,2010-07-12,3939,GB
250,Wolverhampton (AW),2010-07-12,2462,GB
29487,Wolverhampton (AW),2010-07-12,2462,GB
36739,Wolverhampton (AW),2010-07-12,3446,GB
39034,Wolverhampton (AW),2010-07-12,2462,GB
175746,Wolverhampton (AW),2010-07-12,2462,GB
104293,Ayr,2010-07-12,2953,GB
75859,Wolverhampton (AW),2010-07-12,9847,GB
84681,Ayr,2010-07-12,4135,GB
91242,Ffos Las,2010-07-12,3446,GB
94141,Ayr,2010-07-12,7878,GB
94160,Chantilly (FR),2010-07-12,18584,FR
99511,Windsor,2010-07-12,6401,GB
42247,Chantilly (FR),2010-07-12,18584,FR
43281,Ffos Las,2010-07-12,14418,GB
185622,Chantilly (FR),2010-07-12,18584,FR
189437,Dundalk (AW) (IRE),2010-07-12,8640,IE
200458,Chantilly (FR),2010-07-12,42479,FR
207448,Chantilly (FR),2010-07-12,18584,FR
209037,Killarney (IRE),2010-07-12,7200,IE
270953,Beverley,2010-07-13,3692,GB
281018,Beverley,2010-07-13,2954,GB
281734,Killarney (IRE),2010-07-13,10080,IE
290359,Yarmouth,2010-07-13,2362,GB
293307,Yarmouth,2010-07-13,3348,GB
321198,Brighton,2010-07-13,3938,GB
330767,Beverley,2010-07-13,3132,GB
332955,Brighton,2010-07-13,3938,GB
348122,Beverley,2010-07-13,2954,GB
349773,Musselburgh,2010-07-13,3446,GB
350813,Brighton,2010-07-13,3938,GB
351539,Yarmouth,2010-07-13,5318,GB
360323,Downpatrick (IRE),2010-07-13,6720,IE
364431,Musselburgh,2010-07-13,5909,GB
371604,Downpatrick (IRE),2010-07-13,6720,IE
371889,Musselburgh,2010-07-13,4924,GB
391217,Yarmouth,2010-07-13,5909,GB
396950,Downpatrick (IRE),2010-07-13,7200,IE
220988,Downpatrick (IRE),2010-07-13,6720,IE
224993,Killarney (IRE),2010-07-13,8640,IE
225597,Beverley,2010-07-13,17725,GB
230077,Killarney (IRE),2010-07-13,16320,IE
236878,Yarmouth,2010-07-13,2362,GB
252271,Downpatrick (IRE),2010-07-13,6720,IE
31519,Yarmouth,2010-07-13,3348,GB
32688,Downpatrick (IRE),2010-07-13,10080,IE
33543,Downpatrick (IRE),2010-07-13,7200,IE
38966,Killarney (IRE),2010-07-13,13440,IE
39281,Musselburgh,2010-07-13,3938,GB
4527,Beverley,2010-07-13,4924,GB
103419,Killarney (IRE),2010-07-13,10560,IE
104398,Beverley,2010-07-13,7188,GB
76656,Hamburg (GER),2010-07-13,48673,GER
81724,Brighton,2010-07-13,3446,GB
87277,Musselburgh,2010-07-13,3446,GB
96035,Killarney (IRE),2010-07-13,10560,IE
47459,Musselburgh,2010-07-13,11816,GB
182537,Beverley,2010-07-13,3938,GB
192651,Killarney (IRE),2010-07-13,8640,IE
204020,Brighton,2010-07-13,3446,GB
204609,Brighton,2010-07-13,3939,GB
266286,Longchamp (FR),2010-07-14,115045,FR
269728,Lingfield,2010-07-14,3939,GB
289209,Longchamp (FR),2010-07-14,48673,FR
294499,Killarney (IRE),2010-07-14,8640,IE
297367,Catterick,2010-07-14,2953,GB
299116,Kempton (AW),2010-07-14,6499,GB
300204,Lingfield (AW),2010-07-14,9847,GB
304527,Lingfield,2010-07-14,2658,GB
304830,Lingfield (AW),2010-07-14,3939,GB
306100,Uttoxeter,2010-07-14,3939,GB
306513,Killarney (IRE),2010-07-14,8640,IE
307447,Longchamp (FR),2010-07-14,530974,FR
334886,Longchamp (FR),2010-07-14,51327,FR
363292,Worcester,2010-07-14,3939,GB
365234,Killarney (IRE),2010-07-14,23520,IE
365318,Kempton (AW),2010-07-14,3348,GB
378067,Worcester,2010-07-14,2954,GB
378656,Uttoxeter,2010-07-14,3742,GB
386731,Killarney (IRE),2010-07-14,22560,IE
215962,Hamburg (GER),2010-07-14,48673,GER
216479,Kempton (AW),2010-07-14,3348,GB
220189,Uttoxeter,2010-07-14,5120,GB
229852,Worcester,2010-07-14,4923,GB
230527,Uttoxeter,2010-07-14,3742,GB
249679,Longchamp (FR),2010-07-14,24779,FR
252076,Longchamp (FR),2010-07-14,15929,FR
13589,Lingfield (AW),2010-07-14,4676,GB
23046,Worcester,2010-07-14,2954,GB
38626,Uttoxeter,2010-07-14,2362,GB
5937,Worcester,2010-07-14,3446,GB
176057,Longchamp (FR),2010-07-14,49559,FR
105865,Catterick,2010-07-14,5909,GB
63767,Lingfield,2010-07-14,3446,GB
66177,Worcester,2010-07-14,2462,GB
71417,Kempton (AW),2010-07-14,2364,GB
77249,Kempton (AW),2010-07-14,3348,GB
81855,Uttoxeter,2010-07-14,3742,GB
94499,Catterick,2010-07-14,3446,GB
42725,Kempton (AW),2010-07-14,5909,GB
44450,Longchamp (FR),2010-07-14,48673,FR
45566,Killarney (IRE),2010-07-14,7200,IE
45581,Catterick,2010-07-14,2953,GB
190540,Catterick,2010-07-14,3278,GB
195427,Kempton (AW),2010-07-14,5909,GB
196017,Killarney (IRE),2010-07-14,7200,IE
197373,Catterick,2010-07-14,2462,GB
198557,Killarney (IRE),2010-07-14,8640,IE
266619,Epsom,2010-07-15,6893,GB
270924,Leopardstown (IRE),2010-07-15,16800,IE
272158,Leopardstown (IRE),2010-07-15,6720,IE
272819,Leopardstown (IRE),2010-07-15,48000,IE
273076,Leicester,2010-07-15,3939,GB
277503,Doncaster,2010-07-15,9847,GB
279778,Hamilton,2010-07-15,3938,GB
287452,Epsom,2010-07-15,5909,GB
293661,Leopardstown (IRE),2010-07-15,40800,IE
295281,Maisons-Laffitte (FR),2010-07-15,30088,FR
302390,Killarney (IRE),2010-07-15,7200,IE
313140,Doncaster,2010-07-15,4924,GB
316043,Cartmel,2010-07-15,4432,GB
328146,Leicester,2010-07-15,9552,GB
333975,Bath,2010-07-15,3938,GB
336765,Hamilton,2010-07-15,3938,GB
337718,Leicester,2010-07-15,3938,GB
339154,Epsom,2010-07-15,9847,GB
349327,Leicester,2010-07-15,3446,GB
354170,Leopardstown (IRE),2010-07-15,9120,IE
359795,Maisons-Laffitte (FR),2010-07-15,13274,FR
362148,Leicester,2010-07-15,6893,GB
365059,Cartmel,2010-07-15,9847,GB
375315,Epsom,2010-07-15,7878,GB
379067,Leicester,2010-07-15,2954,GB
381125,Killarney (IRE),2010-07-15,10560,IE
383134,Bath,2010-07-15,4924,GB
221712,Killarney (IRE),2010-07-15,7200,IE
227434,Cartmel,2010-07-15,4923,GB
228160,Leicester,2010-07-15,4924,GB
228664,Bath,2010-07-15,4924,GB
236505,Hamilton,2010-07-15,3446,GB
236958,Maisons-Laffitte (FR),2010-07-15,15044,FR
237153,Bath,2010-07-15,4924,GB
246680,Maisons-Laffitte (FR),2010-07-15,16814,FR
262834,Doncaster,2010-07-15,3854,GB
1032,Cartmel,2010-07-15,3939,GB
15370,Killarney (IRE),2010-07-15,7200,IE
19723,Cartmel,2010-07-15,4923,GB
20400,Leopardstown (IRE),2010-07-15,10080,IE
9531,Doncaster,2010-07-15,3939,GB
174198,Cartmel,2010-07-15,4432,GB
65627,Epsom,2010-07-15,4924,GB
67084,Killarney (IRE),2010-07-15,14880,IE
67878,Hamilton,2010-07-15,6893,GB
73333,Maisons-Laffitte (FR),2010-07-15,15929,FR
73668,Maisons-Laffitte (FR),2010-07-15,13274,FR
82429,Doncaster,2010-07-15,6893,GB
89422,Doncaster,2010-07-15,5909,GB
92943,Maisons-Laffitte (FR),2010-07-15,25664,FR
96523,Leopardstown (IRE),2010-07-15,36480,IE
99808,Killarney (IRE),2010-07-15,7200,IE
40676,Bath,2010-07-15,7878,GB
59827,Bath,2010-07-15,7878,GB
184780,Epsom,2010-07-15,7878,GB
187120,Killarney (IRE),2010-07-15,8640,IE
193421,Cartmel,2010-07-15,5908,GB
198328,Bath,2010-07-15,4924,GB
198871,Hamilton,2010-07-15,3938,GB
199754,Maisons-Laffitte (FR),2010-07-15,30088,FR
208161,Hamilton,2010-07-15,4432,GB
266571,Newmarket (July),2010-07-16,4924,GB
269673,Newmarket (July),2010-07-16,6893,GB
273505,Newmarket (July),2010-07-16,4924,GB
282075,Hamilton,2010-07-16,4430,GB
282428,Newmarket (July),2010-07-16,13785,GB
288351,Kilbeggan (IRE),2010-07-16,7200,IE
292701,Chantilly (FR),2010-07-16,21239,FR
293233,Chantilly (FR),2010-07-16,15044,FR
299483,Newbury,2010-07-16,3938,GB
301332,Hamilton,2010-07-16,2953,GB
310482,Pontefract,2010-07-16,5909,GB
320147,Pontefract,2010-07-16,4430,GB
322475,Kilbeggan (IRE),2010-07-16,12000,IE
333193,Newbury,2010-07-16,7385,GB
340867,Chantilly (FR),2010-07-16,18584,FR
341968,Nottingham,2010-07-16,3446,GB
356126,Nottingham,2010-07-16,3446,GB
356469,Haydock,2010-07-16,6893,GB
357760,Newbury,2010-07-16,7878,GB
357854,Newbury,2010-07-16,24616,GB
360811,Haydock,2010-07-16,3938,GB
363334,Nottingham,2010-07-16,5417,GB
380694,Haydock,2010-07-16,6893,GB
398091,Kilbeggan (IRE),2010-07-16,48000,IE
215796,Kilbeggan (IRE),2010-07-16,6720,IE
221697,Chantilly (FR),2010-07-16,16814,FR
240747,Pontefract,2010-07-16,4430,GB
245113,Haydock,2010-07-16,3938,GB
248479,Chantilly (FR),2010-07-16,18584,FR
252008,Hamilton,2010-07-16,32495,GB
252348,Hamilton,2010-07-16,2953,GB
258394,Chantilly (FR),2010-07-16,21239,FR
258588,Pontefract,2010-07-16,4430,GB
29936,Newmarket (July),2010-07-16,7385,GB
30433,Pontefract,2010-07-16,4430,GB
36898,Hamilton,2010-07-16,7878,GB
4288,Newmarket (July),2010-07-16,13785,GB
61505,Nottingham,2010-07-16,3446,GB
66139,Nottingham,2010-07-16,3446,GB
68114,Chantilly (FR),2010-07-16,21239,FR
76044,Newbury,2010-07-16,9847,GB
82806,Nottingham,2010-07-16,9847,GB
84217,Haydock,2010-07-16,6893,GB
92109,Hamilton,2010-07-16,3939,GB
40130,Kilbeggan (IRE),2010-07-16,8160,IE
43736,Pontefract,2010-07-16,14771,GB
45293,Haydock,2010-07-16,3938,GB
54087,Hamburg (GER),2010-07-16,48673,GER
187530,Chantilly (FR),2010-07-16,18584,FR
196480,Kilbeggan (IRE),2010-07-16,10080,IE
196591,Newbury,2010-07-16,4924,GB
201025,Kilbeggan (IRE),2010-07-16,7200,IE
204720,Newmarket (July),2010-07-16,6893,GB
208214,Newbury,2010-07-16,7878,GB
209411,Nottingham,2010-07-16,2462,GB
213179,Hamilton,2010-07-16,3446,GB
266626,Newmarket (July),2010-07-17,36434,GB
267924,Maisons-Laffitte (FR),2010-07-17,21239,FR
271054,Haydock,2010-07-17,3938,GB
276790,Caulfield (AUS),2010-07-17,41525,AU
282157,Maisons-Laffitte (FR),2010-07-17,20354,FR
285687,Curragh (IRE),2010-07-17,16800,IE
304593,Delaware Park (USA),2010-07-17,124536,US
306047,Maisons-Laffitte (FR),2010-07-17,42479,FR
307777,Ripon,2010-07-17,19460,GB
314271,Newmarket (July),2010-07-17,7385,GB
317724,Newbury,2010-07-17,8547,GB
318495,Newmarket (July),2010-07-17,13785,GB
325882,Arlington Park (USA),2010-07-17,92592,US
328369,Newmarket (July),2010-07-17,6893,GB
330682,Curragh (IRE),2010-07-17,8160,IE
333944,Hamburg (GER),2010-07-17,137167,GER
335147,Market Rasen,2010-07-17,39388,GB
339135,Market Rasen,2010-07-17,59082,GB
340179,Monmouth Park (USA),2010-07-17,57408,US
344476,Parx (USA),2010-07-17,123456,US
351042,Haydock,2010-07-17,3938,GB
357936,Haydock,2010-07-17,3938,GB
362599,Ripon,2010-07-17,7385,GB
364160,Maisons-Laffitte (FR),2010-07-17,70796,FR
364958,Market Rasen,2010-07-17,6893,GB
369193,Woodbine (CAN),2010-07-17,85588,CAN
373996,Hollywood Park (USA),2010-07-17,92594,US
380085,Ripon,2010-07-17,4430,GB
382509,Maisons-Laffitte (FR),2010-07-17,15929,FR
387499,Finger Lakes (USA),2010-07-17,99754,US
390086,Ripon,2010-07-17,8863,GB
395934,Arlington Park (USA),2010-07-17,123459,US
397362,Belmont Park (USA),2010-07-17,61729,US
220381,Woodbine (CAN),2010-07-17,83655,CAN
227066,Market Rasen,2010-07-17,8862,GB
228407,Ripon,2010-07-17,3938,GB
229241,Maisons-Laffitte (FR),2010-07-17,18584,FR
234388,Newmarket (July),2010-07-17,6893,GB
234761,Market Rasen,2010-07-17,4923,GB
237432,Lingfield,2010-07-17,3446,GB
238380,Newmarket (July),2010-07-17,11816,GB
244364,Maisons-Laffitte (FR),2010-07-17,21239,FR
248518,Market Rasen,2010-07-17,4923,GB
252892,Ripon,2010-07-17,8863,GB
16551,Hamburg (GER),2010-07-17,17699,GER
19282,Delaware Park (USA),2010-07-17,61729,US
27926,Curragh (IRE),2010-07-17,10080,IE
30916,Lingfield,2010-07-17,2953,GB
31488,Curragh (IRE),2010-07-17,12960,IE
32675,Colonial Downs (USA),2010-07-17,92593,US
6228,Newbury,2010-07-17,6401,GB
173107,Ripon,2010-07-17,4430,GB
173444,Curragh (IRE),2010-07-17,57600,IE
177023,Newbury,2010-07-17,36434,GB
100841,Newbury,2010-07-17,196940,GB
62018,Curragh (IRE),2010-07-17,10080,IE
68876,Haydock,2010-07-17,12309,GB
69497,Delaware Park (USA),2010-07-17,463180,US
70712,Maisons-Laffitte (FR),2010-07-17,70796,FR
73735,Haydock,2010-07-17,4924,GB
82825,Colonial Downs (USA),2010-07-17,370372,US
83398,Newmarket (July),2010-07-17,17725,GB
86546,Lingfield (AW),2010-07-17,2953,GB
93135,Lingfield (AW),2010-07-17,2953,GB
98864,Lingfield,2010-07-17,4676,GB
41291,Monmouth Park (USA),2010-07-17,56482,US
44720,Market Rasen,2010-07-17,12309,GB
49412,Ripon,2010-07-17,3939,GB
51101,Haydock,2010-07-17,6893,GB
180307,Lingfield (AW),2010-07-17,3939,GB
182280,Arlington Park (USA),2010-07-17,92592,US
208599,Curragh (IRE),2010-07-17,12960,IE
211562,Newbury,2010-07-17,9847,GB
212758,Newbury,2010-07-17,59082,GB
214332,Newbury,2010-07-17,15756,GB
267661,Tipperary (IRE),2010-07-18,14400,IE
271147,Hollywood Park (USA),2010-07-18,90382,US
278873,Tipperary (IRE),2010-07-18,12480,IE
282928,Curragh (IRE),2010-07-18,52800,IE
288081,Curragh (IRE),2010-07-18,45600,IE
303208,Naples (ITY),2010-07-18,63717,IT
305926,Les Landes (JER),2010-07-18,2300,JER
306490,Stratford,2010-07-18,11816,GB
310943,Newton Abbot,2010-07-18,5121,GB
311010,Redcar,2010-07-18,1969,GB
