rid,course,date,prize,countryCode,condition,winningTime
65608,Dundalk (AW) (IRE),2011-10-14,8580,IE,Standard,84.3
66395,Haydock,2011-10-14,3935,GB,Heavy,106.67
77663,Wolverhampton (AW),2011-10-14,2214,GB,Standard,110.81
79906,Dundalk (AW) (IRE),2011-10-14,24000,IE,Standard,83
81092,Cheltenham,2011-10-14,12337,GB,Good To Firm,286.3
89456,Haydock,2011-10-14,3935,GB,Heavy,137.76
53708,Wolverhampton (AW),2011-10-14,5411,GB,Standard,62.23
58413,Cheltenham,2011-10-14,13771,GB,Good To Firm,352.2
59467,Saint-Cloud (FR),2011-10-14,21552,FR,Good To Soft,140.4
178867,Cheltenham,2011-10-14,7870,GB,Good To Firm,237.84
186599,Redcar,2011-10-14,2405,GB,Soft,132.9
190494,Saint-Cloud (FR),2011-10-14,15518,FR,Good To Soft,103.74
196455,Saint-Cloud (FR),2011-10-14,18104,FR,Good To Soft,104.15
204980,Dundalk (AW) (IRE),2011-10-14,12480,IE,Standard,83.7
267201,Keeneland (USA),2011-10-15,80130,US,Fast,69.56
269387,Downpatrick (IRE),2011-10-15,6720,IE,Soft,260.5
277233,Cheltenham,2011-10-15,24593,GB,Good To Firm,283.7
289362,Hawthorne (USA),2011-10-15,128206,US,Firm,108.97
290304,Cheltenham,2011-10-15,24593,GB,Good To Firm,363.1
291181,Catterick,2011-10-15,6886,GB,Soft,90.82
292370,Auteuil (FR),2011-10-15,51725,FR,Very Soft,354.45
293132,Auteuil (FR),2011-10-15,150863,FR,Very Soft,365.14
293317,Cheltenham,2011-10-15,19674,GB,Good To Firm,231
295313,Kelso,2011-10-15,14756,GB,Good To Soft,384
296538,Cheltenham,2011-10-15,9837,GB,Good To Firm,373.3
298021,Kelso,2011-10-15,3935,GB,Good To Soft,242.9
298502,Kelso,2011-10-15,3935,GB,Good To Soft,342.9
299732,Downpatrick (IRE),2011-10-15,7680,IE,Soft,376.1
305645,Cheltenham,2011-10-15,8853,GB,Good To Firm,302.5
306980,Catterick,2011-10-15,13772,GB,Soft,60.37
319501,Catterick,2011-10-15,4426,GB,Soft,90.51
320731,Wolverhampton (AW),2011-10-15,2459,GB,Standard,61.25
322906,Downpatrick (IRE),2011-10-15,6720,IE,Yielding,348.2
324068,Auteuil (FR),2011-10-15,44828,FR,Very Soft,275.71
329328,Wolverhampton (AW),2011-10-15,3148,GB,Standard,158.58
334092,Catterick,2011-10-15,4426,GB,Soft,91.33
338990,Caulfield (AUS),2011-10-15,118300,AU,Good,82.89
343787,Keeneland (USA),2011-10-15,256411,US,Firm,108.83
343962,Belmont Park (USA),2011-10-15,64102,US,Yielding,111.42
352029,Caulfield (AUS),2011-10-15,82189,AU,Good,123.11
360418,Cork (IRE),2011-10-15,7720,IE,Soft,61.82
361981,Woodbine (CAN),2011-10-15,160769,CAN,Soft,108
383664,Caulfield (AUS),2011-10-15,81699,AU,Good,81.95
385829,Gulfstream Park West (USA),2011-10-15,192308,US,Fast,107.46
387603,Gulfstream Park West (USA),2011-10-15,192307,US,Fast,108.29
391431,Wolverhampton (AW),2011-10-15,3148,GB,Standard,108.82
394733,Ascot,2011-10-15,24591,GB,Good,87.44
397368,Auteuil (FR),2011-10-15,73275,FR,Very Soft,264.31
399346,Auteuil (FR),2011-10-15,116378,FR,Very Soft,277.91
401027,Ascot,2011-10-15,245925,GB,Good,72.55
219529,Caulfield (AUS),2011-10-15,130717,AU,Good To Soft,63.11
224036,Belmont Park (USA),2011-10-15,64103,US,Yielding,104.17
229976,Kelso,2011-10-15,2754,GB,Good To Soft,243.1
232692,Kelso,2011-10-15,3246,GB,Good To Soft,341.4
234690,Ascot,2011-10-15,245925,GB,Good,147.29
235078,Auteuil (FR),2011-10-15,86207,FR,Very Soft,285.73
241654,Kelso,2011-10-15,2754,GB,Good To Soft,242.3
243269,Downpatrick (IRE),2011-10-15,7680,IE,Yielding,301.3
243802,Hipodromo Chile (CHI),2011-10-15,17987,CHI,Standard,116.49
247036,Wolverhampton (AW),2011-10-15,3148,GB,Standard,110.33
249339,Ascot,2011-10-15,196740,GB,Good,206.5
250861,Downpatrick (IRE),2011-10-15,7680,IE,Yielding,296.7
252671,Ascot,2011-10-15,1278810,GB,Good,122.52
14894,Catterick,2011-10-15,2951,GB,Soft,164.99
15150,Auteuil (FR),2011-10-15,47414,FR,Very Soft,267.36
15750,Cork (IRE),2011-10-15,9600,IE,Soft,114.73
1891,Auteuil (FR),2011-10-15,34484,FR,Very Soft,284.47
1911,Ascot,2011-10-15,983700,GB,Good,99.45
30991,Caulfield (AUS),2011-10-15,1732027,AU,Good,148.44
5888,Cork (IRE),2011-10-15,10560,IE,Soft,113.36
802,Wolverhampton (AW),2011-10-15,3148,GB,Standard,122.26
8223,Downpatrick (IRE),2011-10-15,7200,IE,Yielding,284.6
8434,Kelso,2011-10-15,5902,GB,Good To Soft,345.2
175558,Gulfstream Park West (USA),2011-10-15,64103,US,Fast,106.07
72593,Wolverhampton (AW),2011-10-15,3148,GB,Standard,119.86
74702,Kelso,2011-10-15,4918,GB,Good To Soft,261.8
80313,Cork (IRE),2011-10-15,19200,IE,Soft,61.66
80441,Cork (IRE),2011-10-15,38400,IE,Soft,112.05
89861,Cork (IRE),2011-10-15,8640,IE,Yielding,75.13
90645,Caulfield (AUS),2011-10-15,81699,AU,Good To Soft,123
94547,Catterick,2011-10-15,2951,GB,Soft,194.29
51875,Wolverhampton (AW),2011-10-15,2952,GB,Standard,61.77
178363,Cheltenham,2011-10-15,24593,GB,Good To Firm,228.4
179751,Cheltenham,2011-10-15,5115,GB,Good To Firm,234.2
187993,Catterick,2011-10-15,4426,GB,Soft,62.26
192272,Downpatrick (IRE),2011-10-15,11040,IE,Yielding,344
199507,Catterick,2011-10-15,4427,GB,Soft,91.18
210438,Wolverhampton (AW),2011-10-15,2459,GB,Standard,220.36
210577,Cork (IRE),2011-10-15,19200,IE,Soft,112.74
270551,Bath,2011-10-16,5902,GB,Good,172.4
275102,Longchamp (FR),2011-10-16,20689,FR,Good,115.36
284438,Kyoto (JPN),2011-10-16,1376382,JP,Good,118.2
284941,Bath,2011-10-16,3935,GB,Good,133.04
286161,Cork (IRE),2011-10-16,36000,IE,Yielding To Soft,236
294847,San Siro (ITY),2011-10-16,85345,IT,Good,96.4
302840,Gavea (BRZ),2011-10-16,18645,BRZ,Slow,97.54
304403,Woodbine (CAN),2011-10-16,641793,CAN,Yielding,126.98
305032,Bath,2011-10-16,3935,GB,Good,232.93
324894,Cologne (GER),2011-10-16,133620,GER,Soft,99.98
334140,Munich (GER),2011-10-16,17241,GER,Soft,145.68
336649,Naas (IRE),2011-10-16,13440,IE,Yielding,286.1
338202,Naas (IRE),2011-10-16,15360,IE,Yielding To Soft,75.49
341062,Cork (IRE),2011-10-16,9600,IE,Good To Yielding,226
343941,Kempton,2011-10-16,7771,GB,Good,227.5
347138,Naas (IRE),2011-10-16,33600,IE,Yielding To Soft,161.24
364566,Cork (IRE),2011-10-16,16320,IE,Yielding,225.9
371796,Naas (IRE),2011-10-16,57600,IE,Yielding To Soft,101.24
380438,Charles town (USA),2011-10-16,144230,US,Fast,87.74
387591,Bath,2011-10-16,3935,GB,Good,131.9
389461,Bath,2011-10-16,2852,GB,Good,71.81
399412,San Siro (ITY),2011-10-16,209483,IT,Good,147.4
399491,Remington Park (USA),2011-10-16,160256,US,Fast,102.76
226457,San Siro (ITY),2011-10-16,62069,IT,Good,58.7
230111,Cologne (GER),2011-10-16,17241,GER,Soft,101.26
230564,Bath,2011-10-16,4131,GB,Good,72.79
234779,Kempton,2011-10-16,13002,GB,Good,225.2
237623,Naas (IRE),2011-10-16,61100,IE,Yielding To Soft,74.13
237723,Longchamp (FR),2011-10-16,15518,FR,Good,208.21
240713,Bath,2011-10-16,5312,GB,Good,63.07
247856,Cork (IRE),2011-10-16,21120,IE,Yielding,302.1
248318,Sha Tin (HK),2011-10-16,198182,HK,Good,108.65
255428,Kempton,2011-10-16,5214,GB,Good,364.6
260559,Cork (IRE),2011-10-16,7680,IE,Good To Yielding,227.1
11473,Longchamp (FR),2011-10-16,15518,FR,Good,155.88
12292,Kempton,2011-10-16,5214,GB,Good,236.8
26750,Santa Anita (USA),2011-10-16,96153,US,Firm,107.03
30877,Charles town (USA),2011-10-16,288464,US,Fast,113.61
31489,Kempton,2011-10-16,4329,GB,Good,308
773,Longchamp (FR),2011-10-16,20689,FR,Good,117.74
176673,Longchamp (FR),2011-10-16,112068,FR,Good,152.34
101245,Tokyo (JPN),2011-10-16,804863,JP,Good,106.8
106698,Bath,2011-10-16,3935,GB,Good,70.17
69183,Naas (IRE),2011-10-16,9600,IE,Yielding,292.5
88433,Longchamp (FR),2011-10-16,24139,FR,Good,133.9
89848,Woodbine (CAN),2011-10-16,963586,CAN,Yielding,154.9
46014,Longchamp (FR),2011-10-16,68966,FR,Good,114.63
49820,Kempton,2011-10-16,5214,GB,Good,233.2
178473,Cork (IRE),2011-10-16,9600,IE,Yielding,233.8
180784,Kempton,2011-10-16,12198,GB,Good,226.4
183556,Naas (IRE),2011-10-16,14880,IE,Yielding,278.8
193391,Woodbine (CAN),2011-10-16,327948,CAN,Yielding,71.35
193881,La Plata (ARG),2011-10-16,69559,ARG,Standard,137.1
200553,Remington Park (USA),2011-10-16,80129,US,Firm,102.73
208911,Remington Park (USA),2011-10-16,256410,US,Fast,109.2
210819,San Siro (ITY),2011-10-16,62069,IT,Good,113.6
211367,Longchamp (FR),2011-10-16,50000,FR,Good,132.32
212416,Naas (IRE),2011-10-16,14400,IE,Yielding To Soft,75.51
213216,Cork (IRE),2011-10-16,7680,IE,Yielding,272.9
273521,Plumpton,2011-10-17,2755,GB,Good To Firm,262.5
292326,Plumpton,2011-10-17,2621,GB,Good To Firm,304.9
316675,Pontefract,2011-10-17,6197,GB,Good,64.91
320908,Windsor,2011-10-17,6197,GB,Good To Firm,126.02
328738,Windsor,2011-10-17,3443,GB,Good To Firm,59.02
337034,Windsor,2011-10-17,3443,GB,Good To Firm,71.59
355205,Pontefract,2011-10-17,3443,GB,Good,79.48
389230,Plumpton,2011-10-17,2557,GB,Good To Firm,227.5
389865,Windsor,2011-10-17,3443,GB,Good To Firm,102.05
398004,Pontefract,2011-10-17,3443,GB,Good,243.95
399271,Windsor,2011-10-17,2458,GB,Good To Firm,70.9
222588,Plumpton,2011-10-17,3836,GB,Good To Firm,228.6
238355,Plumpton,2011-10-17,2066,GB,Good To Firm,258.7
250692,Pontefract,2011-10-17,3443,GB,Good,137.44
263556,Santa Anita (USA),2011-10-17,64103,US,Firm,94.25
15632,Plumpton,2011-10-17,6887,GB,Good To Firm,366.6
172924,Pontefract,2011-10-17,3443,GB,Good,108.19
173128,Windsor,2011-10-17,2458,GB,Good To Firm,127.26
103025,Clairefontaine (FR),2011-10-17,13794,FR,Very Soft,113.5
71015,Pontefract,2011-10-17,21148,GB,Good,107.42
84972,Plumpton,2011-10-17,4623,GB,Good To Firm,401.7
97001,Pontefract,2011-10-17,6197,GB,Good,64.71
50412,Pontefract,2011-10-17,3443,GB,Good,136.25
271034,Deauville (FR),2011-10-18,18966,FR,Standard,78
274442,Lingfield (AW),2011-10-18,2951,GB,Standard,71.66
288560,Exeter,2011-10-18,2066,GB,Firm,178.8
305818,Yarmouth,2011-10-18,4919,GB,Good,101.36
332967,Deauville (FR),2011-10-18,18104,FR,Good To Soft,72.5
337131,Yarmouth,2011-10-18,2458,GB,Good,99.67
337491,Exeter,2011-10-18,3657,GB,Firm,338.8
352682,Exeter,2011-10-18,3935,GB,Firm,236.1
355316,Lingfield (AW),2011-10-18,2459,GB,Standard,71.57
366417,Lingfield (AW),2011-10-18,4819,GB,Standard,98.78
369490,Exeter,2011-10-18,8853,GB,Firm,275.3
375355,Deauville (FR),2011-10-18,18104,FR,Good To Soft,70.6
376746,Exeter,2011-10-18,4212,GB,Firm,254.7
379375,Deauville (FR),2011-10-18,43104,FR,Standard,88.5
380170,Lingfield (AW),2011-10-18,2459,GB,Standard,153.67
392985,Yarmouth,2011-10-18,2458,GB,Good,86.22
394137,Deauville (FR),2011-10-18,20689,FR,Standard,122
226986,Lingfield (AW),2011-10-18,3443,GB,Standard,58.68
246573,Yarmouth,2011-10-18,4919,GB,Good,74.31
1059,Yarmouth,2011-10-18,2458,GB,Good,100.78
31624,Deauville (FR),2011-10-18,20689,FR,Standard,89.4
6688,Lingfield (AW),2011-10-18,2951,GB,Standard,71.25
103549,Yarmouth,2011-10-18,2458,GB,Good,73.74
103842,Exeter,2011-10-18,8853,GB,Firm,240.8
99987,Yarmouth,2011-10-18,4919,GB,Good,101.12
58011,Yarmouth,2011-10-18,2458,GB,Good,150.22
59102,Deauville (FR),2011-10-18,20689,FR,Standard,121.9
184161,Deauville (FR),2011-10-18,13794,FR,Standard,90.2
189400,Deauville (FR),2011-10-18,68966,FR,Good To Soft,101.9
191662,Lingfield (AW),2011-10-18,2459,GB,Standard,85.12
211217,Exeter,2011-10-18,5044,GB,Firm,358
267359,Kempton (AW),2011-10-19,2458,GB,Standard,98.6
273889,Worcester,2011-10-19,2950,GB,Good,227.6
283620,Kempton (AW),2011-10-19,3443,GB,Standard,73.55
285108,Deauville (FR),2011-10-19,15518,FR,Standard,122.2
298564,Fontwell,2011-10-19,3049,GB,Good,275.5
312789,Newmarket,2011-10-19,5902,GB,Good,85.14
314214,Navan (IRE),2011-10-19,9600,IE,Soft,111.79
318600,Newmarket,2011-10-19,17707,GB,Good,95.18
321159,Fontwell,2011-10-19,2557,GB,Good,303.5
322245,Kempton (AW),2011-10-19,2458,GB,Standard,60.68
325925,Worcester,2011-10-19,4918,GB,Good,349.2
326396,Fontwell,2011-10-19,3049,GB,Good,342.3
330151,Fontwell,2011-10-19,3690,GB,Good,289.1
351877,Fontwell,2011-10-19,3690,GB,Good,355.3
353795,Deauville (FR),2011-10-19,29311,FR,Heavy,88.8
361467,Navan (IRE),2011-10-19,12480,IE,Soft,64.96
364645,Kempton (AW),2011-10-19,6197,GB,Standard,97.59
365240,Worcester,2011-10-19,4918,GB,Good,311.5
375692,Deauville (FR),2011-10-19,18104,FR,Standard,129.1
376603,Deauville (FR),2011-10-19,18104,FR,Standard,122.6
395264,Geelong (AUS),2011-10-19,156862,AU,Good To Soft,150.14
399816,Worcester,2011-10-19,2950,GB,Good,288.2
220130,Deauville (FR),2011-10-19,20689,FR,Standard,122.3
222858,Worcester,2011-10-19,2950,GB,Good,298.3
229064,Kempton (AW),2011-10-19,3443,GB,Standard,155.48
230113,Deauville (FR),2011-10-19,12068,FR,Standard,122.8
232588,Fontwell,2011-10-19,3688,GB,Good,320.8
232687,Deauville (FR),2011-10-19,15518,FR,Heavy,80.5
244053,Newmarket,2011-10-19,5411,GB,Good,98.06
248097,Newmarket,2011-10-19,5902,GB,Good,110.44
256285,Deauville (FR),2011-10-19,17241,FR,Heavy,79.8
1262,Worcester,2011-10-19,2066,GB,Good,239.8
17851,Navan (IRE),2011-10-19,12480,IE,Soft,184.85
29261,Fontwell,2011-10-19,2066,GB,Good,217.2
33151,Worcester,2011-10-19,2754,GB,Good,241.3
173050,Navan (IRE),2011-10-19,19200,IE,Soft,136.81
101710,Newmarket,2011-10-19,4917,GB,Good,84.47
102487,Kempton (AW),2011-10-19,3443,GB,Standard,87.49
60274,Navan (IRE),2011-10-19,9600,IE,Soft,110.38
60276,Deauville (FR),2011-10-19,29311,FR,Heavy,90.8
67501,Kempton (AW),2011-10-19,6197,GB,Standard,97.82
79960,Kempton (AW),2011-10-19,2458,GB,Standard,59.92
51825,Newmarket,2011-10-19,11664,GB,Good,96.62
54913,Navan (IRE),2011-10-19,14400,IE,Soft,111.95
198171,Navan (IRE),2011-10-19,9600,IE,Soft,111.06
199091,Newmarket,2011-10-19,5411,GB,Good,97.61
200593,Newmarket,2011-10-19,4917,GB,Good,98.33
270916,Thurles (IRE),2011-10-20,7200,IE,Good,248.8
278438,Wolverhampton (AW),2011-10-20,3443,GB,Standard,88.85
279626,Wolverhampton (AW),2011-10-20,3443,GB,Standard,121.46
282232,Deauville (FR),2011-10-20,47414,FR,Very Soft,164.8
285685,Thurles (IRE),2011-10-20,7680,IE,Good,344.3
294125,Ludlow,2011-10-20,5902,GB,Good To Firm,237.2
300459,Carlisle,2011-10-20,6887,GB,Good To Soft,258.6
302156,Ludlow,2011-10-20,4918,GB,Good To Firm,236
306486,Carlisle,2011-10-20,4623,GB,Soft,247.2
310197,Brighton,2011-10-20,7180,GB,Good To Firm,95.2
314588,Wolverhampton (AW),2011-10-20,4426,GB,Standard,158.18
328000,Ludlow,2011-10-20,2950,GB,Good To Firm,223.5
335775,Thurles (IRE),2011-10-20,14400,IE,Good,334.8
338452,Thurles (IRE),2011-10-20,6720,IE,Good,340.7
345505,Deauville (FR),2011-10-20,20689,FR,Standard,92.1
357560,Brighton,2011-10-20,3443,GB,Good To Firm,83.67
364604,Deauville (FR),2011-10-20,20689,FR,Standard,92.9
370216,Carlisle,2011-10-20,3935,GB,Good To Soft,294.3
373848,Carlisle,2011-10-20,3935,GB,Good To Soft,294.1
386782,Brighton,2011-10-20,4917,GB,Good To Firm,69.61
395850,Carlisle,2011-10-20,8558,GB,Soft,384.7
396458,Wolverhampton (AW),2011-10-20,2459,GB,Standard,89.28
217512,Brighton,2011-10-20,2458,GB,Good To Firm,123.48
222787,Deauville (FR),2011-10-20,24139,FR,Very Soft,104.4
229940,Brighton,2011-10-20,2458,GB,Good To Firm,154.13
238472,Deauville (FR),2011-10-20,18966,FR,Standard,120.6
238902,Carlisle,2011-10-20,3935,GB,Good To Soft,294.3
258257,Brighton,2011-10-20,2458,GB,Good To Firm,94.88
263992,Keeneland (USA),2011-10-20,64103,US,Fast,159.4
12416,Brighton,2011-10-20,3443,GB,Good To Firm,83.1
14461,Wolverhampton (AW),2011-10-20,3443,GB,Standard,87.85
37523,Deauville (FR),2011-10-20,15518,FR,Standard,92.5
7599,Deauville (FR),2011-10-20,50000,FR,Standard,89.4
8129,Carlisle,2011-10-20,2066,GB,Good To Soft,255.6
101522,Deauville (FR),2011-10-20,20689,FR,Standard,122.4
62708,Wolverhampton (AW),2011-10-20,2459,GB,Standard,61.72
63906,Ludlow,2011-10-20,3935,GB,Good To Firm,307.1
67956,Ludlow,2011-10-20,3935,GB,Good To Firm,219
72545,Ludlow,2011-10-20,5410,GB,Good To Firm,222.6
83728,Ludlow,2011-10-20,4812,GB,Good To Firm,357.7
84417,Thurles (IRE),2011-10-20,9600,IE,Good,389.9
92386,Deauville (FR),2011-10-20,24139,FR,Standard,90.2
56252,Wolverhampton (AW),2011-10-20,2214,GB,Standard,89.64
197070,Thurles (IRE),2011-10-20,11040,IE,Good,281.2
197478,Carlisle,2011-10-20,2754,GB,Soft,316.1
211725,Wolverhampton (AW),2011-10-20,2459,GB,Standard,122.68
211776,Thurles (IRE),2011-10-20,7200,IE,Good,248.2
274639,Auteuil (FR),2011-10-21,18965,FR,Very Soft,280.69
275026,Doncaster,2011-10-21,5017,GB,Good,85.89
283802,San Isidro (ARG),2011-10-21,22815,ARG,Good,122.38
293574,Wolverhampton (AW),2011-10-21,3443,GB,Standard,75.34
295092,Auteuil (FR),2011-10-21,18965,FR,Very Soft,266.38
296675,Fakenham,2011-10-21,2460,GB,Good,244.7
297670,Club Hipico de Santiago (CHI),2011-10-21,16351,CHI,Good,118.84
308223,Fakenham,2011-10-21,3935,GB,Good,346.4
310950,Newbury,2011-10-21,4917,GB,Good To Firm,100.49
312494,Auteuil (FR),2011-10-21,43104,FR,Very Soft,267.72
318031,Auteuil (FR),2011-10-21,44828,FR,Very Soft,285.95
327796,Fakenham,2011-10-21,9837,GB,Good,337.4
341818,Dundalk (AW) (IRE),2011-10-21,12480,IE,Standard,132.3
343509,Auteuil (FR),2011-10-21,39654,FR,Very Soft,259.26
349065,Newbury,2011-10-21,6689,GB,Good To Firm,79.66
349736,Wolverhampton (AW),2011-10-21,2263,GB,Standard,110.33
355372,Auteuil (FR),2011-10-21,44828,FR,Very Soft,360.36
356636,Auteuil (FR),2011-10-21,39654,FR,Very Soft,264.36
361470,Dundalk (AW) (IRE),2011-10-21,4620,IE,Standard,96.3
367139,Doncaster,2011-10-21,6886,GB,Good,128.03
374535,Newbury,2011-10-21,3935,GB,Good To Firm,97.86
383311,Clairefontaine (FR),2011-10-21,15518,FR,Very Soft,107.6
387299,Doncaster,2011-10-21,5902,GB,Good,98.28
398501,Doncaster,2011-10-21,6886,GB,Good,186.57
237033,Newbury,2011-10-21,4917,GB,Good To Firm,99.65
243546,Fakenham,2011-10-21,4427,GB,Good,246.3
255517,Fakenham,2011-10-21,4918,GB,Good,320.7
19000,Newbury,2011-10-21,5902,GB,Good To Firm,86.12
2098,Wolverhampton (AW),2011-10-21,2755,GB,Standard,89.18
22189,Dundalk (AW) (IRE),2011-10-21,4620,IE,Standard,96.5
24649,Fakenham,2011-10-21,9837,GB,Good,392.1
25312,Newbury,2011-10-21,6689,GB,Good To Firm,79.54
3599,Fakenham,2011-10-21,2950,GB,Good,252.1
6680,Dundalk (AW) (IRE),2011-10-21,7680,IE,Standard,133.3
175897,Dundalk (AW) (IRE),2011-10-21,19200,IE,Standard,82.7
176452,Auteuil (FR),2011-10-21,39654,FR,Very Soft,264.95
107877,Doncaster,2011-10-21,17411,GB,Good,70.98
65412,Doncaster,2011-10-21,4526,GB,Good,102.18
76276,Wolverhampton (AW),2011-10-21,2263,GB,Standard,110.39
83284,Dundalk (AW) (IRE),2011-10-21,19200,IE,Standard,95.7
85879,Wolverhampton (AW),2011-10-21,2557,GB,Standard,121.26
97466,Dundalk (AW) (IRE),2011-10-21,9600,IE,Standard,71.8
46109,Wolverhampton (AW),2011-10-21,3837,GB,Standard,181.74
49193,Doncaster,2011-10-21,3837,GB,Good,99.54
50650,Newbury,2011-10-21,6886,GB,Good To Firm,126.52
51772,Newbury,2011-10-21,3935,GB,Good To Firm,213.01
180032,Wolverhampton (AW),2011-10-21,2557,GB,Standard,74.43
182365,Keeneland (USA),2011-10-21,96156,US,Good,103.3
189253,Doncaster,2011-10-21,4526,GB,Good,98.46
194455,Dundalk (AW) (IRE),2011-10-21,38400,IE,Standard,57.7
195593,Clairefontaine (FR),2011-10-21,13794,FR,Very Soft,164.1
202216,Wolverhampton (AW),2011-10-21,2755,GB,Standard,119.65
214599,Auteuil (FR),2011-10-21,18965,FR,Very Soft,297.33
265833,Galway (IRE),2011-10-22,10560,IE,Heavy,305.5
266541,Chepstow,2011-10-22,31971,GB,Good,283.9
271671,Stratford,2011-10-22,7869,GB,Good To Firm,240.3
271864,Stratford,2011-10-22,3246,GB,Good To Firm,237.8
273299,Enghien (FR),2011-10-22,34484,FR,Very Soft,285.42
278991,Belmont Park (USA),2011-10-22,80130,US,Fast,83.14
279359,Stratford,2011-10-22,9603,GB,Good To Firm,279.6
280214,Aintree,2011-10-22,44510,GB,Good,304
280830,Wolverhampton (AW),2011-10-22,2706,GB,Standard,161.38
281740,Chepstow,2011-10-22,5902,GB,Good,362.1
282150,Chepstow,2011-10-22,5902,GB,Good,294.6
283306,Wolverhampton (AW),2011-10-22,2459,GB,Standard,110.31
287147,Belmont Park (USA),2011-10-22,80130,US,Fast,69.58
295025,San Siro (ITY),2011-10-22,62069,IT,Good,173.6
306220,Stratford,2011-10-22,8853,GB,Good To Firm,266.7
313160,Newbury,2011-10-22,49185,GB,Good To Firm,126.85
317778,Aintree,2011-10-22,19478,GB,Good,385.5
318789,Stratford,2011-10-22,3246,GB,Good To Firm,241.2
323868,Woodbine (CAN),2011-10-22,80896,CAN,Soft,98.66
326732,Belmont Park (USA),2011-10-22,64101,US,Fast,83.56
331984,Newbury,2011-10-22,6689,GB,Good To Firm,99.14
332759,Enghien (FR),2011-10-22,77586,FR,Very Soft,277.84
333772,Suffolk Downs (USA),2011-10-22,64103,US,Fast,69.67
338860,Belmont Park (USA),2011-10-22,128205,US,Fast,109.08
339373,Galway (IRE),2011-10-22,28800,IE,Heavy,303.8
340330,Newbury,2011-10-22,33445,GB,Good To Firm,83.8
343091,Hawthorne (USA),2011-10-22,75127,US,Fast,70.39
347434,Chepstow,2011-10-22,3541,GB,Good,370.8
347581,Doncaster,2011-10-22,19674,GB,Good,57.95
349788,Moonee Valley (AUS),2011-10-22,132351,AU,Good To Soft,127.14
351006,Moonee Valley (AUS),2011-10-22,181046,AU,Good To Soft,70.13
351290,Chepstow,2011-10-22,3246,GB,Good,356.6
352162,Doncaster,2011-10-22,225086,GB,Good,98.58
360679,Wolverhampton (AW),2011-10-22,2459,GB,Standard,75.34
360923,Newbury,2011-10-22,4332,GB,Good To Firm,156.94
369370,Galway (IRE),2011-10-22,10560,IE,Heavy,266.8
372219,Chepstow,2011-10-22,3246,GB,Good,357.1
381068,Hawthorne (USA),2011-10-22,71859,US,Fast,73.71
381828,Wolverhampton (AW),2011-10-22,2952,GB,Standard,74.16
386389,Newbury,2011-10-22,6689,GB,Good To Firm,100.69
387959,Palermo (ARG),2011-10-22,17758,ARG,Standard,157.59
392697,Newbury,2011-10-22,21148,GB,Good To Firm,84.6
394960,Galway (IRE),2011-10-22,8640,IE,Heavy,261.5
395187,Galway (IRE),2011-10-22,23040,IE,Heavy,258.5
397153,Wolverhampton (AW),2011-10-22,4426,GB,Standard,120.07
397398,Doncaster,2011-10-22,7870,GB,Good,149.89
218320,Palermo (ARG),2011-10-22,25369,ARG,Standard,137.59
221409,Keeneland (USA),2011-10-22,9618,US,Fast,81.88
225978,Hawthorne (USA),2011-10-22,71025,US,Fast,71.86
229348,Laurel Park (USA),2011-10-22,96154,US,Fast,69.43
236672,Aintree,2011-10-22,6887,GB,Good,245.4
248749,Tokyo (JPN),2011-10-22,607120,JP,Soft,95
255407,Doncaster,2011-10-22,21150,GB,Good,71.21
259209,Wolverhampton (AW),2011-10-22,2459,GB,Standard,109.6
15846,Enghien (FR),2011-10-22,41379,FR,Very Soft,231.46
17320,Stratford,2011-10-22,10821,GB,Good To Firm,299.8
18202,Aintree,2011-10-22,10820,GB,Good,300.3
22247,Aintree,2011-10-22,11805,GB,Good To Soft,248.3
23715,Keeneland (USA),2011-10-22,160258,US,Fast,81.7
2771,Doncaster,2011-10-22,11312,GB,Good,85.26
28586,Moonee Valley (AUS),2011-10-22,1993462,AU,Good To Soft,125.39
30284,Moonee Valley (AUS),2011-10-22,132351,AU,Good To Soft,96.74
35046,Enghien (FR),2011-10-22,41379,FR,Very Soft,256.57
5783,Doncaster,2011-10-22,4426,GB,Good,85.59
176581,Enghien (FR),2011-10-22,77587,FR,Very Soft,282.7
102252,Moonee Valley (AUS),2011-10-22,99675,AU,Good To Soft,70.6
68255,Doncaster,2011-10-22,7870,GB,Good,149.61
71989,Moonee Valley (AUS),2011-10-22,99675,AU,Good To Soft,98.73
73807,Wolverhampton (AW),2011-10-22,2952,GB,Standard,74.48
81607,Wolverhampton (AW),2011-10-22,3148,GB,Standard,157.3
84721,Moonee Valley (AUS),2011-10-22,178432,AU,Good To Soft,156.41
85379,Doncaster,2011-10-22,12788,GB,Good,83.58
86051,Chepstow,2011-10-22,24592,GB,Good,240.9
44226,Enghien (FR),2011-10-22,44828,FR,Very Soft,249.11
49409,Galway (IRE),2011-10-22,13920,IE,Heavy,347.1
58451,Enghien (FR),2011-10-22,206896,FR,Very Soft,359.11
177625,Newbury,2011-10-22,49185,GB,Good To Firm,151.75
178613,Belmont Park (USA),2011-10-22,80131,US,Yielding,105.87
182090,Aintree,2011-10-22,10820,GB,Good,233.7
188283,Chepstow,2011-10-22,24592,GB,Good,284.5
188863,Belmont Park (USA),2011-10-22,64103,US,Fast,84.44
192382,Ascot (AUS),2011-10-22,82419,AU,Good,70.34
193688,Newbury,2011-10-22,11804,GB,Good To Firm,84.72
